Title,Content,Answer 1,Answer 2,Answer 3,Question link,,,,,,,,,,,,,,,,,,,,
Graduation in/from/at,"کدوم حرف اضافه به همراه graduation میاد؟ in/from/at این جمله رو جایی خوندم: After his graduation in the field of medicine at Harvard University,he has offered a great job.از لحاظ گرامری این جمله درسته؟ نباید حرف اضافه یfrom به جای at استفاده بشه؟اینطوری:After his graduation in the field of medivine from Harvard University,hewas offered a great job.","اره! جمله دومی بهتره. حالا اگه ما بیایم in the field of medicine رو حذف کنیم, تفاوت بین دو جمله پررنگ میشه . his graduation at Harvard  احتمالا برای ذهن مخاطب صحنه مراسم فارغ‌التحصیلی  که توی هاروارد اتفاق افتاده رو رسم میکنه. احتمالا نویسنده با عبارت in the field of medicine براش یک انحرافی به وجود اومده به طوری که عبارت ،این مفهومو He studied medicine at Harvard با خودش به همراه آورده .",,,https://english.stackexchange.com/questions/574027/graduation-in-from-at,,,,,,,,,,,,,,,,,,,,
کلمه یا عبارتی برای توصیف چیزی که به عنوان بخشی از روتین زندگی اتفاق می افته.,"کلمه یا عبارتی برای توصیف چیزی که به عنوان بخشی از روتین زندگی اتفاق می افته. برای توصیف چیزی که بخشی از یک روتین معمولیه و اتفاق افتادنش حتمیه به یک کلمه یا عبارت نیاز دارم.توضیحش سخته ولی امیدواردم مثالی که میزنم منظورمو برسونه:)داستانیو  که از نگاه یک گربه خونگی هستش تعریف میکنم که حالا صاحب خونه برای گرفتن مواد غذایی میره و گربه تو خونه منتظر برگشتن صاحبش به همرا غذا هست. ازنگاه گربه :""ناراحتی که هر هفته تو این سی دقیقه تنهایی تجربه میکردم فقط با {کلمه/عبارت}قابل تحمل میشد.""","وقتی من این جمله رو خوندم (بخشی از یک روتین معمولیه و اتفاق افتادنش حتمیه)، کلمه ای که با این توصیف بیشترین سازگاری رو داره ""predictable"" هست. برای شرایطی که گفتی certaintyو کلمات مترادف دیگه ای    Reliability و  anticipation وجود دارن . برای معنی عام هم میشه از by the promise of food استفاده کرد ، نه به این معنی که صاحب خونه وعده داده ، بلکه نتیجه اونقدر قطعیه که انگار سرنوشت قول داده.",,,,,,,,,,,,,,,,,,,,,,,
منظور از  offence can scarcely be visited on the quantity چیه,"منظور از  offence can scarcely be visited on the quantity چیه؟ متن کامل Friend, be not tedious,"" said the Rajah of Travancore to a Christian missionary, in the sixteenth century, ""remember life is short."" I have endeavoured to pay due attention to this admirable advice; and if what I have written be wearisome, the offence can scarcely be visited on the quantity.
از Edward Sullivan",معنیش این میشه که شاید اون چیزیو که نویسنده نوشته خسته کنده باشه ولی به خاطر تعداد {کلمات}نیسته بلکه میتونیم این داستانو بیشتر به محتوای کلمات یا چیزای دیگه ربط داد.,,,https://english.stackexchange.com/questions/573966/what-is-meant-by-offence-can-scarcely-be-visited-on-the-quantity,,,,,,,,,,,,,,,,,,,,
تفاوت بین look at و look over چیه؟,"تفاوت بین look at و look over چیه؟این جمله رو خوندم ""He put a hand on Bran's shoulder, and Bran looked over at his bastard brother.""",,,,https://english.stackexchange.com/questions/539993/what-is-the-difference-between-looked-at-and-looked-over-at,,,,,,,,,,,,,,,,,,,,
برای فردی که دروغ میگه چه صفتی به کار گرفته میشه؟,برای فردی که دروغ میگه چه صفتی به کار گرفته میشه؟,Calculating(خوب در برنامه ریزی امور به گونه ای که مزیتی را برای شما به همرا داشته باشد ولی به دیگران توجه نکند,,,,,,,,,,,,,,,,,,,,,,,
عبارتی وجود داره برای قولی که بهش عمل نشده؟ ,گاهی قول هایی میدیم که میدونیم نمیتونیم بهشون عمل کنیم .عبارتی وجود داره برای قولی که بهش عمل نشده؟ ,empty promise برای قول هایی که هیچ جوره براورد نمیشوند,,,https://english.stackexchange.com/questions/573576/is-there-a-word-or-phrase-for-promises-that-cant-be-kept/573577#573577,,,,,,,,,,,,,,,,,,,,
point the note یا note the point?,"اگه بخوای از یک نفر تشکر کنی بخاطر نکته خوبی که گفته کدوم یکی بهتره؟
Thanks for pointig great note.
Thanks for noting great point.
یا اینا مثل هم هستن؟",من میگم thanks for making a great point ولی پیشنهاد های تو هم خوبن,,,https://ell.stackexchange.com/questions/55370/point-the-note-or-note-the-point,,,,,,,,,,,,,,,,,,,,
sights to see یا sites to see,"sights to see یا sites to see
جستجوی Google نتایجو برای هر دو تا نشون میده و به نظر میاد که میتونیم با هم جا به جاشون کنیم.
حالا کدوم یکیشون درستن؟","Site(مکان)
 زمینی که چیزی توش ساخته میشه  مکانی که  درش چیزی جالب و مهم اتفاق افتاده یا جایی که دارای یک ساختمون مهمه ،مکانی که به منظور خاصی مورد استفاده قرار می گیره و سایت های اینترنتی
Sight(منظره)
توانایی دیدن با چشم
 مکانهای جالبی که مردم برای دیدن به اونجا میرن
 _sight
 کلمه ای است که برای مکانهای دیدنی و جالب استفاده می شه که معمولا بازدید کننده ها توریست ها هستن.
 Site
می تونه هر مکانی باشه که توش یک اتفاقی افتاده یا برای چیزی استفاده میشه (برای مثال یک مکان باستان شناسی ، محل نبرد ، یک اردوگاه).
Sights to see عبارتی هستش که  معمولا استفاده میشه",,,https://english.stackexchange.com/questions/109721/sites-to-see-or-sights-to-see,,,,,,,,,,,,,,,,,,,,
متضاد دو کلمه well و swell؟,"متضاد دو کلمه well و swell؟
میدونم که متضاد good کلمه bad هستش ولی متضاد well و swell به عنوان صفت چطور!","well"" # ""sick""

""swell"" # ""crappy"" یا ""lousy"".",,,https://english.stackexchange.com/questions/574194/what-are-the-antonyms-of-well-and-swell,,,,,,,,,,,,,,,,,,,,
"معنی ""on"" در جمله زیر چیست؟","معنی ""on"" در جمله زیر چیست؟
 He was sent on a mission.","به نظر من نزدیک ترین تعریف به M-W هسته
 می‌تونیم به عنوان یک کلمه تابع برای نشون دادن مرکز برخی از اقدامات  استفاده شه. مثل:
crept up on him
feast your eyes on this
working on my skiing
made a payment on the loan",,,,,,,,,,,,,,,,,,,,,,,
 has باید توی این جمله به would have تغییر کنه؟,"باید has توی این جمله به would have تغییر کنه؟

A hijacker threatens to blow up the plane with himself on it unless he's paid a ransom, but it's a bad strategy because he has too much to lose if the plane really blew up.","جمله رو میتونیم تقریبی بگیم اوکیه. اکثر فعل های جمله توی زمان حالن، خب چرا بیایم الکی پیچیدش کنیم!
 پیشنهاد من اینه ک بیایblew up به blows up تغییر بدی
 حالا جمله این طوری میشه:
A hijacker threatens to blow up the plane with himself on it unless he's paid a ransom, but it's a bad strategy because he has too much to lose if the plane really blows up.",,,https://english.stackexchange.com/questions/573871/should-has-in-this-sentence-be-changed-into-would-have,,,,,,,,,,,,,,,,,,,,
این عبارتو چطوری باید دوباره بنویسم؟,"این عبارتو چطوری باید دوباره بنویسم؟
دارم مقاله یک شخصی رو بررسی میکنم که توی  اون اومده درباره چند تا حمله نفتکش و تأثیری که روی قیمت نفت داشتن حرف زده و نمی‌دونم  که از این جمله دقیقا چه نتیجه ای باید بگیرم تا بتونم دوباره بنویسمش.
 این : ""In the short term, demand for oil will be inelastic to price changes""(توی یک مدت زمان کوتاه ، تقاضای نفت در رابطه با تغییرات قیمت غیر ارتجاعی میشه). نظر شما چیه و اگر اطلاعات بیشتری خواستین بگین تا براتون به اشتراک بزارم.","منظورش اینه که قیمت با تقاضا رابطه مستقیم داره یعنی اگر قیمت زیاد شه تقاضا ام همراش بیشتر میشه . تقاضای بیشتر = قیمت بالاتر. قبل از اینکه یک همچین  تهدیدایی وجود داشته باشه ، و اینکه قیمت توسط عاملای دیگه ای هم تغییر میکنه که حالا حمله هایی که صورت گرفته این تاثیراتو یا کاهش میده یا حذف میکنه.",,,,,,,,,,,,,,,,,,,,,,,
از نظر گرامری این جمله درسته؟,"از نظر گرامری این جمله درسته؟""kain,that doesnt stop you always""",,,,https://english.stackexchange.com/questions/574077/is-kain-that-doesnt-stop-you-always-grammatically-correct,,,,,,,,,,,,,,,,,,,,
"The dear years(سال های عزیز)
توی redgauntlet یعنی چی؟","
The dear years(سال های عزیز)
توی redgauntlet به چه منظوره؟

سرگردانی داستان ویلی( Wandering Willie's Tale) ""یک داستان کوتاهه که توی رمان"" Redgauntlet ""سر والتر اسکات (1824) جاسازی شده. به اسکاتلندی و/یا انگلیسی اسکاتلندی نوشته شده است (I'm not certain where those lines are drawn). داستان با معرفی شخصیت سر رابرت ردگانلتت: Ye maun [must] have heard of Sir Robert Redgauntlet of that Ilk, who lived in these parts before the dear years. منظور از""سالهای عزیز"" چیه؟","عزیز(dear) اینجا مربوط به کمبوده. متوسط ​​قیمت گندم در 140 سال اول تحقیق حاضر 5 ثانیه و 11 ربع چهارم است. سال های بعد کمبود زیاد بود ، قیمت گندم در طی سه ماه بیشتر از 10 سال بود: 1438 ، 1482 ، 1527 ، 1535 ، 1536. . سال عزیز dear year ، سال کمبود. این عنوان نادر نیست ، اما آخرین صحبتا در موردش مربوط به سال 1888 هسته که دسامبر 2020 به روز شد.",,,,,,,,,,,,,,,,,,,,,,,
Half an hour به معنی چه مدت زمانیه,"Half an hour به معنی چه مدت زمانیه
در نظر بگیرید:

1] I'll be gone for thirty minutes.

as compared to

2] I'll be gone for half an hour.

. Similarly, consider declaration B:

1] I'll be back within 30 minutes.
مقابل:
2] I'll be back within half of an hour
آیا ""نیم ساعت"" معادل 30 دقیقه هست یا محدوده ای رو نشون میده --- و دومی ، پس چه محدوده ای رو داره؟ آیا محدوده وابسته به زمینه متفاوته؟ آیا می‌تونه به اندازه مثبت 5 دقیقه (یعنی بین 25 تا 35 دقیقه) ، بعلاوه منفی 10 دقیقه (یعنی بین 20 تا 30 دقیقه) یا چیز دیگه ای باشه؟ و این داستان به چی بستگی داره؟","بستگی به زمینه داره. یک نمایش تلویزیونی نیم ساعته یا یک مسابقه به مدت 30 دقیقه زمان بندی می شه ، چونکه باید مطابق با برنامه باشه. یک فرمول که می گه ظرف باید 30 دقیقه در دمای 200 درجه سانتیگراد پخته شه نشون می ده که آشپز باید بعد از حدود 27 دقیقه اونو بررسی کنه ، ببینین  آماده شده یا اگر نه شاید تا 5 دقیقه دیگه بپزه. اگر ترافیک زیاد باشه یا با تصادف جاده ای درگیر باشیم ، یک سفر نیم ساعته ممکنه یک ساعت یا بیشتر طول بکشه. اگر کسی بگه ""من نیم ساعت دیگه مغازه رو می بندم چون میرم نهار بخورم"" می تونه تو هر زمانی از 25 تا 40 دقیقه بعد از رفتن به خانه برگرده. ""30 دقیقه -30 minutes"" معمولاً دقیق تر از ""نیم ساعت-  half an hour"" و ""37 دقیقه-37 minutes"" معمولا دقیق تره، اما ، همونطور که گفتم ، بستگی به زمینه داره.",,,https://english.stackexchange.com/questions/574209/how-long-does-half-an-hour-mean,,,,,,,,,,,,,,,,,,,,
کدوم یکی از جملات زیر درست است؟,کدوم یکی از جملات زیر درست است؟The input is 20 apples. The input are 20 apples,,,,https://ell.stackexchange.com/questions/296762/which-one-is-correct-for-the-use-of-input,,,,,,,,,,,,,,,,,,,,
استفاده از women به جای woman چه نوع اشتباهی هست؟,استفاده از women به جای woman چه نوع اشتباهی هست؟,,,,,,,,,,,,,,,,,,,,,,,,
ایا get out متفاوته از walk out,"به این جمله ها دقت کنین
The moment you walk out of the building, you will see various cabs parked outside.

The moment you get out of the building, you will see various cabs parked outside.
ایا تفاوتی بینشون هست؟
","نه.تفاوتی بینشون وجود نداره.تنها تفاوتی که میتونم بگم اینه که walk out برای پیاده روی هست.احتمالا خودت میدونی
",,,https://ell.stackexchange.com/questions/2803/is-get-out-different-from-walk-out,,,,,,,,,,,,,,,,,,,,
"معنیه ""You are talking through your hat"" کسی میدونه؟","من این عبارتو وقتی که دوتا امریکایی داشتن بلند بحث میکردن شنیدم
You're talking through your hat!
چه معنیه میده؟",موقعی استفاده میکنن که در مورد چیزی که زیاد ازش نمیدونی زیاد  صحبت کنی,,,https://ell.stackexchange.com/questions/2834/what-does-you-are-talking-through-your-hat-mean,,,,,,,,,,,,,,,,,,,,
"""Tore it in small pieces"" vs. ""tore it into small pieces.""","برای مثال این جمله رو نگاه کنین
He tore the paper in/into four pieces.","قبلش in  باید باشه.این شکلی You tear it into pieces. درسته
وقتی که تموم کردی باید بگی it is in four pieces.",,,https://ell.stackexchange.com/questions/299954/tore-it-in-small-pieces-vs-tore-it-into-small-pieces,,,,,,,,,,,,,,,,,,,,
"میشه وقتی از نتیجه گیری استفاده میکنیم  از  ""jump"" استفاده کنیم؟","میشه وقتی از نتیجه گیری استفاده میکنیم  از  ""jump"" استفاده کنیم؟",اره میشه گفتن Jump to a conclusion و کاملا هم قابل قبوله.,,,https://ell.stackexchange.com/questions/2909/can-i-figuratively-use-jump-when-talking-about-conclusions,,,,,,,,,,,,,,,,,,,,
"میشه  به کسی که همسنته بگی I am your age""",ایا I am your age درسته ؟,"اره در زبان انگلیسی استفاده میشه
You're my age.
We're your age.
You're our age.
We're the same age.
They are the same age.
You are the same age.",,,https://ell.stackexchange.com/questions/2967/can-i-say-i-am-your-age-when-speaking-to-somebody-who-has-my-same-age,,,,,,,,,,,,,,,,,,,,
میتونم بگم 'get off that/the chair'? ,"من میخوام به یک نفر بگم از جایی مثل صندلی بلند شه.میشه گفتنget off that chair?
درسته؟","والا چیزی که من همیشه میشنوم از get off  برای اسب , ماشین اینا استفاده میشه.به نظرم مودبانه نمیاد",,,https://ell.stackexchange.com/questions/3037/can-i-say-get-off-that-the-chair,,,,,,,,,,,,,,,,,,,,
I have finished vs I have already finished,"تفاوت ""I have finished"" و ""I have already finished"" چیه؟ایا لازمه از""already"" استفاده کنیم؟","""I have finished"" نشون میده که کاری رو انجام دادی در حالی که ""I have already finished"" یعنی قبلا اون کارو تموم کردی",,,https://ell.stackexchange.com/questions/300007/i-have-finished-vs-i-have-already-finished,,,,,,,,,,,,,,,,,,,,
به نظرتون در این جمله by  جا ننداختن؟,"من این متن در یک مقاله دیدم
From what I see, I don't believe any of the individuals that were killed"" were shot law enforcement during the crossfire with the suspect, Trochesset said.
به نظرم باید باشه shot by law enforcement .ولی خب این مقاله هست و سخته باور کنی اشتباه کردن
نظرتون چیه؟","اره درست میگی باید باشه  ""shot by law enforcement."".اشتباه ممکنه رخ بده",,,https://ell.stackexchange.com/questions/167095/does-this-sentence-miss-by,,,,,,,,,,,,,,,,,,,,
استفاده صحیح ار افعال ,"Anyone who would speak with authority on the poets of the Renaissance must have a broad aquaintance with the writers of classical antiquity.
به نظرم در این متن باید  ""Anyone who will speak"" به جای ""Anyone who would speak"" باشه.اما نمیدونم اولی اشتباهه یا نه,میشه توضیح بدین.",نه درسته.این استفاده قدیمی از would  به معنی wants to یا wishes to هست.,,,https://ell.stackexchange.com/questions/167150/correct-use-of-verbs,,,,,,,,,,,,,,,,,,,,
"کسی معنیه ""get the car""? میدونه؟","The movie ended. We told Grandma good night.It was a balmy summer evening, perfect for the motorcycle, Tom said I should ride home with him, we’d get the car tomorrow. He revved the engine, waiting for me to climb on. I took a step toward him, then remembered the math book on Grandma’s table. “You go,” I said. “I’ll be right behind you.”
در این متن get into the car چه معنی میده؟","بر دیکشنری کمبریج get به معنیه to go somewhere and bring back someone or something(بری جایی و کسی یا چیزی رو برگردونی)
توی متن تو اونا یک ماشین و یک موتور دارن ولی با یکی از اونا به خونه رفتند و اون یکی جا گذاشتن. اونا فردا باید بیان و این یکی رو هم ببرن.
go to Grandma's house (somewhere) to bring back the car (something)",,,https://ell.stackexchange.com/questions/167116/whats-the-meaning-of-get-the-car,,,,,,,,,,,,,,,,,,,,
"میتونیم بنویسیم ""You're the most beautiful.""?","از نظر گرامری کدوم یکی درسته؟
You're the most beautiful.

You're the most beautiful girl.",دومی درسته,,,https://ell.stackexchange.com/questions/300386/can-we-write-youre-the-most-beautiful,,,,,,,,,,,,,,,,,,,,
method and procedure? کسی تفاوتشونو میدونه؟,"-method and procedure? کسی تفاوتشونو در این متن میدونه؟
'Traditional methods of generating energy' or 'Traditional procedures for generating energy'","با توجه به ابنکه تعریف method  خودش با ""A procedure..."" شروع میشه,زیاد تفاوتی نباید داشته باشند.",,,https://ell.stackexchange.com/questions/300403/what-is-the-difference-between-method-and-procedure,,,,,,,,,,,,,,,,,,,,
“Beautiful of” VS. “Beauty of”?,"نمیتونم بفهمم چجوری از of بعد از صفات استفاده میکنیم؟
It was beautiful of you to...
It was kind of you to...
It was generous of you to...
تا اونجایی که من میدونم میتونیم از of بعد از اسم ها(noun) استفاده کنیم
It was beauty of you to...
It was kindness of you to...
It was generosity of you to...
اما برای صفت چه جوریه؟","مثال های دومت اشتبا هستن.این شکلی باید بنویسی
... was an act of kindness ...
You showed kindness when you ...
You showed generosity when you ...
Your beauty shone through when you ...",,,https://ell.stackexchange.com/questions/166265/beautiful-of-vs-beauty-of,,,,,,,,,,,,,,,,,,,,
"تفاوت بین ""one after another"" و""one after the other""","من تفاوت بینشونو وقتی که تنها هستن درک میکنم.اما تفاوتشون بازم یکیه وقتی که در عبارت استفاده میکنیم  ""one after anotherو ""one after the other""?؟
They left one after another.

They left one after the other(معنی اینو میده که دوتا ادم بودن؟)","دوتا عبارت یک معنی رو میدن(از لحاظ اصطلاحی)
one after another
(also one after the other)
many, in a series",,,https://ell.stackexchange.com/questions/256445/difference-between-one-after-another-and-one-after-the-other,,,,,,,,,,,,,,,,,,,,
"explanation of"" و
""explanation for","The same problem seems to arise if God and His purposes are offered as the ultimate explanation of the value and meaning of our lives. The idea that our lives fulfil God's purpose is supposed to give them their point, in a way that doesn't require or admit of any further point. One isn't supposed to ask ""What is the point of God?"" any more than one is supposed to ask, ""What is the explanation of God?""
[What does it all mean? - Thomas Nagel, Chapter X]
دوتا سوال دارم.
تفاوت بین ""explanation of God"" و""explanation for God"" چیه؟در متن بالا ایا ""explanation of God"" یعنی توصیف خدا؟","explanation God (توصیف برای خدا) یعنی هر چی که مردم برای توضیح خدا میگویند
(توضیح خد explanation of God(یعنی چیزی که خدارو توضیح میدهد",,,https://ell.stackexchange.com/questions/271765/explanation-of-and-explanation-for,,,,,,,,,,,,,,,,,,,,
"استفاده از ""Perhaps with ""would have""","کدوم یکی درسته؟ i. Perhaps he has done it
. ii.Perhaps he would have done it.
ایا میتونیم perhaps با would have  برای کاری که حدس میزنیم توسط کسی انجام شده استفاده کنیم؟یا ؟perhaps کافیه برای حدس زدن پس ما از present perfect در این شرایط استفاده میکنیم؟","اره.چون به چیزای مختلفی در جمله اشاره دارند
Perhaps refers to the narrator's inquiring of 'his' actions.

Would have refers to a conditional action, if a different scenario had played out.",,,https://ell.stackexchange.com/questions/164130/use-of-perhaps-with-would-have,,,,,,,,,,,,,,,,,,,,
barleycorn king چیه؟,"در the lady or the Tiger از  Frank Stockton میگه:
When a subject was accused of a crime of sufficient importance to interest the king, public notice was given that on an appointed day the fate of tile accused person would be decided in the king's arena,--a structure which well deserved its name; for, although its form and plan were borrowed -from afar, its purpose emanated solely from the brain of this man, who, every barleycorn a king, knew no tradition to which he owed more allegiance than pleased his fancy, and who ingrafted on every adopted form of human thought and action the rich growth of his barbaric idealism.
  اونجوری که من فهمیدم Barleycorn یک جور ذرته یا گندمه.منظورش از گفتن ""every barleycorn king"" چیه؟",این یک نوع غیر معمول از هر اینچ پادشاه است.این صفحه  https://en.wiktionary.org/wiki/every_inch رومطالعه کن,,,https://ell.stackexchange.com/questions/265481/what-is-a-barleycorn-king,,,,,,,,,,,,,,,,,,,,
put in place آیا یک اصطلاح هست؟,"put in place آیا یک اصطلاح هست؟
من فرانسوی هستم و همکارم آلمانی هست این اصطلاح رو همش می‌شنوم و منو یاد این اصلاح فرانسوی می‌اندازد""mettre en place"".
این اصطلاح معنیset up things to get something to work"" میده آیا جمله زیر از نظر گرامری درسته؟
I put in place all the shelves so you can store your books.",,,,https://english.stackexchange.com/questions/140680/is-put-in-place-a-correct-english-expression,,,,,,,,,,,,,,,,,,,,
"کلمه برای حالتی که ,شخص به یک چیز علاقه داره ولی اینقدر نیست که پیگیرش بشه, چیه؟","کلمه برای حالتی که ,شخص به یک چیز علاقه داره ولی اینقدر نیست که پیگیرش بشه, چیه؟مطمئنم یک کلمه بود نمیتونم به یاد بیارمش",,,,,,,,,,,,,,,,,,,,,,,,
